Tick,Price_ItemMarket,Price_Bazaar
1707268722,688,888
1707268732,688,888
1707268743,688,888
1707268754,690,799
1707268764,690,799
1707268775,690,799
1707268786,699,799
1707268797,699,799
1707268807,699,799
1707268818,699,799
1707268829,699,799
1707268840,699,799
1707268851,699,799
1707268862,699,799
1707268873,699,799
1707268884,699,799
1707268895,699,799
1707268905,699,799
1707268916,650,799
1707268927,650,799
1707268937,650,799
1707268948,699,799
1707268959,699,799
1707268969,699,799
1707268980,698,799
1707268991,698,799
1707269001,698,799
1707269012,650,799
1707269023,650,799
1707269034,650,799
1707269045,650,659
1707269055,650,659
1707269066,650,659
1707269076,650,659
1707269087,650,659
1707269098,650,659
1707269108,650,659
1707269119,650,659
1707269129,650,659
1707269140,500,799
1707269151,500,799
1707269161,500,799
1707269172,500,799
1707269183,500,799
1707269193,500,799
1707269204,650,799
1707269215,650,799
1707269225,650,799
1707269236,650,799
1707269247,650,799
1707269258,650,799
1707269269,640,799
1707269280,640,799
1707269290,640,799
1707269301,640,888
1707269312,640,888
1707269323,640,888
1707269333,640,888
1707269344,640,888
1707269355,640,888
1707269367,640,888
1707269377,640,888
1707269388,640,888
1707269399,640,888
1707269410,640,888
1707269420,640,888
1707269431,640,888
1707269442,640,888
1707269452,640,888
1707269463,640,888
1707269474,640,888
1707269485,640,888
1707269495,640,650
1707269506,640,650
1707269517,640,650
1707269527,640,650
1707269538,640,650
1707269549,640,650
1707269560,500,650
1707269570,500,650
1707269581,500,650
1707269592,500,650
1707269603,500,650
1707269613,500,650
1707269624,500,650
1707269635,500,650
1707269646,500,650
1707269657,500,650
1707269667,500,650
1707269678,500,650
1707269689,500,450
1707269700,500,450
1707269711,500,450
1707269722,500,888
1707269733,500,888
1707269743,500,888
1707269754,500,888
1707269765,500,888
1707269776,500,888
1707269786,500,888
1707269797,500,888
1707269808,500,888
1707269819,500,750
1707269830,500,750
1707269840,500,750
1707269851,500,750
1707269862,500,750
1707269873,500,750
1707269883,640,888
1707269894,640,888
1707269905,640,888
1707269916,640,675
1707269927,640,675
1707269937,640,675
1707269948,640,849
1707269959,640,849
1707269969,640,849
1707269980,640,699
1707269991,640,699
1707270002,640,699
1707270012,640,699
1707270023,640,699
1707270034,640,699
1707270045,698,699
1707270055,698,699
1707270066,698,699
1707270077,670,699
1707270087,670,699
1707270098,670,699
1707270109,670,699
1707270120,670,699
1707270130,670,699
1707270141,670,699
1707270152,670,699
1707270162,670,699
1707270173,670,699
1707270184,670,699
1707270194,670,699
1707270205,670,888
1707270216,670,888
1707270226,670,888
1707270237,670,888
1707270248,670,888
1707270259,670,888
1707270270,670,888
1707270280,670,888
1707270291,670,888
1707270302,670,888
1707270313,670,888
1707270324,670,888
1707270335,698,888
1707270346,698,888
1707270356,698,888
1707270368,698,883
1707270379,698,883
1707270389,698,883
1707270400,670,800
1707270411,670,800
1707270421,670,800
1707270432,670,800
1707270443,670,800
1707270454,670,800
1707270465,670,800
1707270476,670,800
1707270487,670,800
1707270497,670,800
1707270508,670,800
1707270519,670,800
1707270530,670,800
1707270541,670,800
1707270551,670,800
1707270562,670,800
1707270573,670,800
1707270584,670,800
1707270595,695,800
1707270606,695,800
1707270617,695,800
1707270627,670,800
1707270638,670,800
1707270649,670,800
1707270659,670,800
1707270670,670,800
1707270680,670,800
1707270691,670,800
1707270702,670,800
1707270712,670,800
1707270723,670,800
1707270734,670,800
1707270745,670,800
1707270756,670,800
1707270766,670,800
1707270777,670,800
1707270788,670,775
1707270798,670,775
1707270809,670,775
1707270820,670,775
1707270830,670,775
1707270841,670,775
1707270852,660,775
1707270862,660,775
1707270873,660,775
1707270884,660,775
1707270894,660,775
1707270905,660,775
1707270916,660,775
1707270926,660,775
1707270937,660,775
1707270948,660,775
1707270958,660,775
1707270969,660,775
1707270980,660,705
1707270991,660,705
1707271002,660,705
1707271013,660,705
1707271024,660,705
1707271034,660,705
1707271045,660,705
1707271056,660,705
1707271067,660,705
1707271077,660,705
1707271088,660,705
1707271099,660,705
1707271110,660,705
1707271120,660,705
1707271131,660,705
1707271142,660,705
1707271152,660,705
1707271163,660,705
1707271174,650,705
1707271185,650,705
1707271195,650,705
1707271206,650,705
1707271217,650,705
1707271227,650,705
1707271238,650,705
1707271249,650,705
1707271259,650,705
1707271270,650,705
1707271281,650,705
1707271291,650,705
1707271302,650,705
1707271313,650,705
1707271323,650,705
1707271334,650,775
1707271345,650,775
1707271355,650,775
1707271366,650,775
1707271377,650,775
1707271387,650,775
1707271398,650,775
1707271408,650,775
1707271419,650,775
1707271430,640,775
1707271440,640,775
1707271451,640,775
1707271462,640,775
1707271472,640,775
1707271483,640,775
1707271494,640,775
1707271505,640,775
1707271516,640,775
1707271526,640,900
1707271537,640,900
1707271548,640,900
1707271558,640,900
1707271569,640,900
1707271580,640,900
1707271590,640,700
1707271601,640,700
1707271611,640,700
1707271622,640,700
1707271633,640,700
1707271643,640,700
1707271654,640,800
1707271665,640,800
1707271675,640,800
1707271686,640,800
1707271697,640,800
1707271707,640,800
1707271718,650,800
1707271729,650,800
1707271739,650,800
1707271750,650,705
1707271761,650,705
1707271771,650,705
1707271782,650,709
1707271792,650,709
1707271803,650,709
1707271814,650,709
1707271824,650,709
1707271835,650,709
1707271846,660,850
1707271856,660,850
1707271867,660,850
1707271878,660,850
1707271888,660,850
1707271899,660,850
1707271910,660,900
1707271920,660,900
1707271931,660,900
1707271942,660,900
1707271952,660,900
1707271963,660,900
1707271974,660,900
1707271984,660,900
1707271995,660,900
1707272006,660,900
1707272016,660,900
1707272027,660,900
1707272038,660,909
1707272048,660,909
1707272059,660,909
1707272070,660,948
1707272080,660,948
1707272091,660,948
1707272101,660,948
1707272112,660,948
1707272123,660,948
1707272133,670,949
1707272144,670,949
1707272154,670,949
1707272166,675,949
1707272176,675,949
1707272187,675,949
1707272198,675,949
1707272208,675,949
1707272219,675,949
1707272230,680,949
1707272240,680,949
1707272251,680,949
1707272261,680,949
1707272272,680,949
1707272283,680,949
1707272293,680,927
1707272304,680,927
1707272315,680,927
1707272326,680,927
1707272336,680,927
1707272347,680,927
1707272358,650,950
1707272368,650,950
1707272379,650,950
1707272389,650,945
1707272400,650,945
1707272411,650,945
1707272422,650,945
1707272433,650,945
1707272443,650,945
1707272454,650,675
1707272465,650,675
1707272476,650,675
1707272488,650,675
1707272498,650,675
1707272509,650,675
1707272520,650,750
1707272531,650,750
1707272542,650,750
1707272552,650,750
1707272563,650,750
1707272574,650,750
1707272584,650,945
1707272595,650,945
1707272606,650,945
1707272617,680,950
1707272627,680,950
1707272638,680,950
1707272649,680,960
1707272660,680,960
1707272671,680,960
1707272682,680,960
1707272692,680,960
1707272703,680,960
1707272714,680,970
1707272724,680,970
1707272735,680,970
1707272746,680,940
1707272756,680,940
1707272767,680,940
1707272778,660,940
1707272788,660,940
1707272799,660,940
1707272810,660,940
1707272821,660,940
1707272832,660,940
1707272843,660,975
1707272854,660,975
1707272865,660,975
1707272876,680,985
1707272886,680,985
1707272897,680,985
1707272908,680,850
1707272919,680,850
1707272930,680,850
1707272941,680,850
1707272951,680,850
1707272962,680,850
1707272973,680,950
1707272983,680,950
1707272994,680,950
1707273005,699,950
1707273016,699,950
1707273027,699,950
1707273037,700,935
1707273048,700,935
1707273059,700,935
1707273070,700,990
1707273081,700,990
1707273091,700,990
1707273102,700,930
1707273113,700,930
1707273124,700,930
1707273135,700,930
1707273146,700,930
1707273156,700,930
1707273167,700,800
1707273178,700,800
1707273189,700,800
1707273200,700,800
1707273211,700,800
1707273222,700,800
1707273232,700,900
1707273243,700,900
1707273254,700,900
1707273265,700,930
1707273276,700,930
1707273286,700,930
1707273297,700,850
1707273308,700,850
1707273319,700,850
1707273330,700,850
1707273341,700,850
1707273351,700,850
1707273362,700,850
1707273373,700,850
1707273384,700,850
1707273395,700,850
1707273405,700,850
1707273416,700,850
1707273427,709,850
1707273438,709,850
1707273449,709,850
1707273459,709,850
1707273470,709,850
1707273481,709,850
1707273492,709,850
1707273503,709,850
1707273514,709,850
1707273524,715,850
1707273535,715,850
1707273546,715,850
1707273557,700,850
1707273567,700,850
1707273578,700,850
1707273590,700,850
1707273600,700,850
1707273611,700,850
1707273622,700,850
1707273633,700,850
1707273644,700,850
1707273655,700,850
1707273666,700,850
1707273676,700,850
1707273687,700,999
1707273698,700,999
1707273709,700,999
1707273719,700,999
1707273730,700,999
1707273741,700,999
1707273752,700,999
1707273762,700,999
1707273773,700,999
1707273784,700,999
1707273794,700,999
1707273805,700,999
1707273816,700,990
1707273827,700,990
1707273837,700,990
1707273848,700,990
1707273859,700,990
1707273869,700,990
1707273880,700,990
1707273891,700,990
1707273902,700,990
1707273912,700,989
1707273923,700,989
1707273934,700,989
1707273945,700,989
1707273955,700,989
1707273966,700,989
1707273977,715,989
1707273987,715,989
1707273998,715,989
1707274009,715,700
1707274019,715,700
1707274030,715,700
1707274041,715,860
1707274051,715,860
1707274062,715,860
1707274072,715,860
1707274083,715,860
1707274094,715,860
1707274104,715,989
1707274115,715,989
1707274126,715,989
1707274136,715,989
1707274147,715,989
1707274157,715,989
1707274168,711,989
1707274179,711,989
1707274189,711,989
1707274200,711,989
1707274211,711,989
1707274221,711,989
1707274232,711,989
1707274243,711,989
1707274253,711,989
1707274264,711,925
1707274275,711,925
1707274285,711,925
1707274296,700,925
1707274307,700,925
1707274317,700,925
1707274328,700,900
1707274339,700,900
1707274349,700,900
1707274360,700,900
1707274370,700,900
1707274381,700,900
1707274392,700,785
1707274402,700,785
1707274413,700,785
1707274424,700,785
1707274435,700,785
1707274446,700,785
1707274456,700,785
1707274467,700,785
1707274477,700,785
1707274488,700,785
1707274499,700,785
1707274509,700,785
1707274520,700,785
1707274531,700,785
1707274541,700,785
1707274552,700,785
1707274563,700,785
1707274573,700,785
1707274584,700,785
1707274595,700,785
1707274605,700,785
1707274616,700,677
1707274627,700,677
1707274637,700,677
1707274648,700,677
1707274658,700,677
1707274669,700,677
1707274680,700,677
1707274691,700,677
1707274701,700,677
1707274712,700,677
1707274723,700,677
1707274733,700,677
1707274744,700,690
1707274755,700,690
1707274765,700,690
1707274776,685,690
1707274787,685,690
1707274797,685,690
1707274808,685,690
1707274819,685,690
1707274829,685,690
1707274840,685,690
1707274851,685,690
1707274861,685,690
1707274872,685,690
1707274883,685,690
1707274894,685,690
1707274904,700,690
1707274915,700,690
1707274925,700,690
1707274936,699,785
1707274947,699,785
1707274957,699,785
1707274968,699,785
1707274979,699,785
1707274989,699,785
1707275000,699,685
1707275011,699,685
1707275021,699,685
1707275032,699,685
1707275042,699,685
1707275053,699,685
1707275064,699,685
1707275075,699,685
1707275085,699,685
1707275096,699,685
1707275107,699,685
1707275118,699,685
1707275128,15,685
1707275139,15,685
1707275150,15,685
1707275160,15,685
1707275171,15,685
1707275182,15,685
1707275192,15,685
1707275203,15,685
1707275214,15,685
1707275224,15,685
1707275235,15,685
1707275245,15,685
1707275256,600,685
1707275267,600,685
1707275277,600,685
1707275288,600,685
1707275299,600,685
1707275309,600,685
1707275320,600,685
1707275331,600,685
1707275341,600,685
1707275352,600,685
1707275362,600,685
1707275373,600,685
1707275384,600,685
1707275394,600,685
1707275405,600,685
1707275416,600,685
1707275427,600,685
1707275437,600,685
1707275448,600,685
1707275459,600,685
1707275469,600,685
1707275480,600,685
1707275490,600,685
1707275501,600,685
1707275512,600,685
1707275522,600,685
1707275533,600,685
1707275544,600,685
1707275554,600,685
1707275565,600,685
1707275575,600,685
1707275586,600,685
1707275597,600,685
1707275607,600,685
1707275618,600,685
1707275629,600,685
1707275639,600,685
1707275650,600,685
1707275660,600,685
1707275671,600,685
1707275682,600,685
1707275692,600,685
1707275703,600,685
1707275714,600,685
1707275724,600,685
1707275735,600,785
1707275745,600,785
1707275756,600,785
1707275767,600,785
1707275777,600,785
1707275788,600,785
1707275799,600,680
1707275810,600,680
1707275820,600,680
1707275831,600,785
1707275841,600,785
1707275852,600,785
1707275863,600,699
1707275873,600,699
1707275884,600,699
1707275895,600,700
1707275906,600,700
1707275916,600,700
1707275927,600,785
1707275938,600,785
1707275948,600,785
1707275959,600,785
1707275970,600,785
1707275981,600,785
1707275992,600,785
1707276002,600,785
1707276013,600,785
1707276024,600,785
1707276035,600,785
1707276045,600,785
1707276056,600,785
1707276067,600,785
1707276077,600,785
1707276088,600,785
1707276099,600,785
1707276109,600,785
1707276120,600,700
1707276130,600,700
1707276141,600,700
1707276152,600,700
1707276162,600,700
1707276173,600,700
1707276184,600,700
1707276194,600,700
1707276205,600,700
1707276216,630,785
1707276226,630,785
1707276237,630,785
1707276247,510,785
1707276258,510,785
1707276269,510,785
1707276279,510,785
1707276290,510,785
1707276301,510,785
1707276312,510,785
1707276322,510,785
1707276333,510,785
1707276344,630,785
1707276355,630,785
1707276365,630,785
1707276376,699,600
1707276387,699,600
1707276398,699,600
1707276409,699,785
1707276419,699,785
1707276430,699,785
1707276441,650,700
1707276451,650,700
1707276462,650,700
1707276473,650,700
1707276484,650,700
1707276494,650,700
1707276505,650,785
1707276516,650,785
1707276526,650,785
1707276537,650,785
1707276547,650,785
1707276558,650,785
1707276569,650,785
1707276579,650,785
1707276590,650,785
1707276601,650,785
1707276611,650,785
1707276622,650,785
1707276633,650,785
1707276643,650,785
1707276654,650,785
1707276664,650,785
1707276675,650,785
1707276685,650,785
1707276696,670,785
1707276707,670,785
1707276718,670,785
1707276728,670,785
1707276739,670,785
1707276749,670,785
1707276760,670,785
1707276771,670,785
1707276781,670,785
1707276792,670,785
1707276803,670,785
1707276813,670,785
1707276824,670,799
1707276835,670,799
1707276845,670,799
1707276856,550,799
1707276867,550,799
1707276877,550,799
1707276888,550,799
1707276899,550,799
1707276909,550,799
1707276920,550,799
1707276931,550,799
1707276941,550,799
1707276952,550,799
1707276962,550,799
1707276973,550,799
1707276984,670,600
1707276995,670,600
1707277005,670,600
1707277016,670,799
1707277027,670,799
1707277037,670,799
1707277048,670,799
1707277059,670,799
1707277069,670,799
1707277080,670,799
1707277090,670,799
1707277101,670,799
1707277112,670,799
1707277122,670,799
1707277133,670,799
1707277144,670,799
1707277155,670,799
1707277165,670,799
1707277176,670,799
1707277187,670,799
1707277197,670,799
1707277208,670,799
1707277218,670,799
1707277229,670,799
1707277240,699,799
1707277251,699,799
1707277261,699,799
1707277272,700,799
1707277282,700,799
1707277293,700,799
1707277304,700,799
1707277314,700,799
1707277325,700,799
1707277336,700,799
1707277346,700,799
1707277357,700,799
1707277368,700,799
1707277379,700,799
1707277389,700,799
1707277400,700,799
1707277411,700,799
1707277421,700,799
1707277432,711,799
1707277443,711,799
1707277453,711,799
1707277464,711,799
1707277474,711,799
1707277485,711,799
1707277496,711,799
1707277506,711,799
1707277517,711,799
1707277528,711,799
1707277538,711,799
1707277549,711,799
1707277560,711,799
1707277571,711,799
1707277581,711,799
1707277592,675,799
1707277602,675,799
1707277613,675,799
1707277624,711,650
1707277635,711,650
1707277645,711,650
1707277656,711,715
1707277667,711,715
1707277677,711,715
1707277688,711,799
1707277699,711,799
1707277709,711,799
1707277720,711,799
1707277730,711,799
1707277741,711,799
1707277752,711,799
1707277762,711,799
1707277773,711,799
1707277784,711,799
1707277794,711,799
1707277805,711,799
1707277816,711,799
1707277827,711,799
1707277837,711,799
1707277848,711,799
1707277858,711,799
1707277869,711,799
1707277880,711,799
1707277890,711,799
1707277901,711,799
1707277912,711,799
1707277922,711,799
1707277933,711,799
1707277944,711,799
1707277954,711,799
1707277965,711,799
1707277976,711,799
1707277987,711,799
1707277997,711,799
1707278008,711,799
1707278019,711,799
1707278030,711,799
1707278041,711,799
1707278051,711,799
1707278062,711,799
1707278073,709,799
1707278084,709,799
1707278095,709,799
1707278106,709,799
1707278117,709,799
1707278127,709,799
1707278138,709,799
1707278149,709,799
1707278160,709,799
1707278171,709,799
1707278181,709,799
1707278192,709,799
1707278203,709,799
1707278214,709,799
1707278225,709,799
1707278236,709,799
1707278247,709,799
1707278257,709,799
1707278268,709,799
1707278279,709,799
1707278290,709,799
1707278301,709,799
1707278312,709,799
1707278323,709,799
1707278334,705,799
1707278344,705,799
1707278355,705,799
1707278366,705,799
1707278377,705,799
1707278388,705,799
1707278398,705,799
1707278409,705,799
1707278420,705,799
1707278431,705,800
1707278442,705,800
1707278452,705,800
1707278463,705,800
1707278474,705,800
1707278485,705,800
1707278496,705,800
1707278507,705,800
1707278517,705,800
1707278528,705,800
1707278539,705,800
1707278550,705,800
1707278561,705,800
1707278571,705,800
1707278582,705,800
1707278593,705,800
1707278604,705,800
1707278614,705,800
1707278625,705,800
1707278636,705,800
1707278647,705,800
1707278657,705,800
1707278668,705,800
1707278679,705,800
1707278690,705,800
1707278700,705,800
1707278711,705,800
1707278722,705,800
1707278732,705,800
1707278743,705,800
1707278754,705,800
1707278764,705,800
1707278775,705,800
1707278786,705,550
1707278796,705,550
1707278807,705,550
1707278818,705,800
1707278828,705,800
1707278839,705,800
1707278850,705,800
1707278861,705,800
1707278871,705,800
1707278882,705,798
1707278893,705,798
1707278903,705,798
1707278914,705,798
1707278925,705,798
1707278935,705,798
1707278946,705,798
1707278956,705,798
1707278967,705,798
1707278978,705,798
1707278989,705,798
1707278999,705,798
1707279010,705,798
1707279021,705,798
1707279031,705,798
1707279042,705,850
1707279053,705,850
1707279063,705,850
1707279074,650,870
1707279085,650,870
1707279095,650,870
1707279106,650,600
1707279117,650,600
1707279127,650,600
1707279138,650,600
1707279148,650,600
1707279159,650,600
1707279170,650,600
1707279181,650,600
1707279191,650,600
1707279202,650,600
1707279213,650,600
1707279223,650,600
1707279234,650,600
1707279244,650,600
1707279255,650,600
1707279266,650,600
1707279276,650,600
1707279287,650,600
1707279298,650,870
1707279308,650,870
1707279319,650,870
1707279330,650,650
1707279340,650,650
1707279351,650,650
1707279362,650,650
1707279372,650,650
1707279383,650,650
1707279393,650,650
1707279404,650,650
1707279415,650,650
1707279426,650,650
1707279436,650,650
1707279447,650,650
1707279458,650,650
1707279468,650,650
1707279479,650,650
1707279490,650,700
1707279500,650,700
1707279511,650,700
1707279522,650,870
1707279532,650,870
1707279543,650,870
1707279554,650,709
1707279564,650,709
1707279575,650,709
1707279585,650,870
1707279596,650,870
1707279607,650,870
1707279618,650,870
1707279628,650,870
1707279639,650,870
1707279650,650,870
1707279661,650,870
1707279671,650,870
1707279682,645,870
1707279692,645,870
1707279703,645,870
1707279714,645,870
1707279724,645,870
1707279735,645,870
1707279746,645,870
1707279756,645,870
1707279767,645,870
1707279778,645,870
1707279789,645,870
1707279799,645,870
1707279810,650,870
1707279821,650,870
1707279831,650,870
1707279842,650,870
1707279852,650,870
1707279863,650,870
1707279874,650,870
1707279884,650,870
1707279895,650,870
1707279906,650,717
1707279916,650,717
1707279927,650,717
1707279938,650,717
1707279948,650,717
1707279959,650,717
1707279970,650,717
1707279980,650,717
1707279991,650,717
1707280002,650,717
1707280012,650,717
1707280023,650,717
1707280034,650,545
1707280044,650,545
1707280055,650,545
1707280066,650,717
1707280076,650,717
1707280087,650,717
1707280098,650,717
1707280108,650,717
1707280119,650,717
1707280130,650,717
1707280140,650,717
1707280151,650,717
1707280162,650,700
1707280172,650,700
1707280183,650,700
1707280194,650,700
1707280205,650,700
1707280215,650,700
1707280226,650,700
1707280237,650,700
1707280247,650,700
1707280258,666,700
1707280269,666,700
1707280279,666,700
1707280290,666,700
1707280301,666,700
1707280311,666,700
1707280322,666,700
1707280333,666,700
1707280343,666,700
1707280354,666,700
1707280365,666,700
1707280375,666,700
1707280386,666,700
1707280397,666,700
1707280407,666,700
1707280418,666,700
1707280429,666,700
1707280439,666,700
1707280450,666,700
1707280461,666,700
1707280471,666,700
1707280482,675,700
1707280493,675,700
1707280504,675,700
1707280514,675,700
1707280525,675,700
1707280536,675,700
1707280547,675,700
1707280557,675,700
1707280568,675,700
1707280579,675,700
1707280590,675,700
1707280600,675,700
1707280611,675,700
1707280622,675,700
1707280633,675,700
1707280643,675,690
1707280654,675,690
1707280665,675,690
1707280676,675,690
1707280686,675,690
1707280697,675,690
1707280708,700,690
1707280718,700,690
1707280729,700,690
1707280740,700,700
1707280750,700,700
1707280761,700,700
1707280772,700,700
1707280782,700,700
1707280793,700,700
1707280804,699,799
1707280814,699,799
1707280825,699,799
1707280835,699,799
1707280846,699,799
1707280857,699,799
1707280867,699,799
1707280878,699,799
1707280888,699,799
1707280899,699,799
1707280910,699,799
1707280920,699,799
1707280931,699,799
1707280942,699,799
1707280952,699,799
1707280963,699,600
1707280974,699,600
1707280985,699,600
1707280995,699,799
1707281006,699,799
1707281017,699,799
1707281027,699,799
1707281038,699,799
1707281049,699,799
1707281059,650,799
1707281070,650,799
1707281081,650,799
1707281092,650,799
1707281103,650,799
1707281113,650,799
1707281124,650,700
1707281135,650,700
1707281146,650,700
1707281157,650,700
1707281168,650,700
1707281178,650,700
1707281189,650,700
1707281200,650,700
1707281211,650,700
1707281221,650,700
1707281232,650,700
1707281243,650,700
1707281254,650,700
1707281264,650,700
1707281275,650,700
1707281286,650,700
1707281296,650,700
1707281307,650,700
1707281318,650,700
1707281329,650,700
1707281339,650,700
1707281350,650,799
1707281361,650,799
1707281371,650,799
1707281382,650,799
1707281393,650,799
1707281404,650,799
1707281415,650,799
1707281426,650,799
1707281436,650,799
1707281447,650,799
1707281457,650,799
1707281468,650,799
1707281479,650,709
1707281490,650,709
1707281500,650,709
1707281511,650,709
1707281522,650,709
1707281532,650,709
1707281543,650,709
1707281554,650,709
1707281565,650,709
1707281575,650,709
1707281586,650,709
1707281597,650,709
1707281608,650,709
1707281618,650,709
1707281629,650,709
1707281640,650,709
1707281651,650,709
1707281661,650,709
1707281672,650,709
1707281683,650,709
1707281693,650,709
1707281704,650,709
1707281715,650,709
1707281726,650,709
1707281736,650,709
1707281747,650,709
1707281757,650,709
1707281768,650,709
1707281779,650,709
1707281789,650,709
1707281800,650,709
1707281810,650,709
1707281821,650,709
1707281832,650,799
1707281842,650,799
1707281853,650,799
1707281864,650,799
1707281874,650,799
1707281885,650,799
1707281896,650,705
1707281906,650,705
1707281917,650,705
1707281928,600,705
1707281938,600,705
1707281949,600,705
1707281959,600,705
1707281970,600,705
1707281981,600,705
1707281992,600,830
1707282003,600,830
1707282014,600,830
1707282025,600,865
1707282036,600,865
1707282046,600,865
1707282057,650,865
1707282068,650,865
1707282079,650,865
1707282090,650,865
1707282100,650,865
1707282111,650,865
1707282122,650,865
1707282132,650,865
1707282143,650,865
1707282154,640,865
1707282165,640,865
1707282175,640,865
1707282186,640,865
1707282196,640,865
1707282207,640,865
1707282218,640,865
1707282228,640,865
1707282239,640,865
1707282250,640,865
1707282260,640,865
1707282271,640,865
1707282282,640,865
1707282292,640,865
1707282303,640,865
1707282313,640,865
1707282324,640,865
1707282335,640,865
1707282346,640,865
1707282356,640,865
1707282367,640,865
1707282378,640,865
1707282388,640,865
1707282399,640,865
1707282410,640,865
1707282420,640,865
1707282431,640,865
1707282442,550,865
1707282452,550,865
1707282463,550,865
1707282473,550,750
1707282484,550,750
1707282495,550,750
1707282505,550,750
1707282516,550,750
1707282527,550,750
1707282537,640,750
1707282548,640,750
1707282558,640,750
1707282569,640,750
1707282580,640,750
1707282590,640,750
1707282601,640,750
1707282612,640,750
1707282622,640,750
1707282633,650,750
1707282643,650,750
1707282654,650,750
1707282665,645,750
1707282675,645,750
1707282686,645,750
1707282697,645,750
1707282707,645,750
1707282718,645,750
1707282729,645,750
1707282739,645,750
1707282750,645,750
1707282761,645,750
1707282771,645,750
1707282782,645,750
1707282792,645,700
1707282803,645,700
1707282814,645,700
1707282825,645,700
1707282835,645,700
1707282846,645,700
1707282856,645,700
1707282867,645,700
1707282878,645,700
1707282888,645,700
1707282899,645,700
1707282909,645,700
1707282920,645,700
1707282931,645,700
1707282941,645,700
1707282952,645,700
1707282963,645,700
1707282974,645,700
1707282984,645,700
1707282995,645,700
1707283006,645,700
1707283016,645,700
1707283027,645,700
1707283037,645,700
1707283048,645,700
1707283059,645,700
1707283070,645,700
1707283080,645,700
1707283091,645,700
1707283102,645,700
1707283112,645,700
1707283123,645,700
1707283133,645,700
1707283144,600,700
1707283155,600,700
1707283165,600,700
1707283176,600,700
1707283187,600,700
1707283198,600,700
1707283209,600,700
1707283220,600,700
1707283230,600,700
1707283241,600,700
1707283252,600,700
1707283263,600,700
1707283273,600,700
1707283284,600,700
1707283295,600,700
1707283306,600,700
1707283317,600,700
1707283328,600,700
1707283339,600,666
1707283349,600,666
1707283360,600,666
1707283371,600,666
1707283382,600,666
1707283393,600,666
1707283403,600,666
1707283414,600,666
1707283425,600,666
1707283436,600,666
1707283447,600,666
1707283458,600,666
1707283469,600,666
1707283479,600,666
1707283490,600,666
1707283501,600,695
1707283512,600,695
1707283522,600,695
1707283533,600,700
1707283544,600,700
1707283555,600,700
1707283566,600,835
1707283576,600,835
1707283587,600,835
1707283598,600,835
1707283608,600,835
1707283619,600,835
1707283630,600,835
1707283641,600,835
1707283651,600,835
1707283662,600,835
1707283673,600,835
1707283683,600,835
1707283694,600,835
1707283705,600,835
1707283716,600,835
1707283726,600,834
1707283737,600,834
1707283747,600,834
1707283758,600,834
1707283769,600,834
1707283779,600,834
1707283790,600,834
1707283801,600,834
1707283812,600,834
1707283822,600,834
1707283833,600,834
1707283844,600,834
1707283854,600,829
1707283865,600,829
1707283875,600,829
1707283886,600,829
1707283897,600,829
1707283907,600,829
1707283918,645,829
1707283929,645,829
1707283940,645,829
1707283950,645,835
1707283961,645,835
